category,loud_mean,loud_std,pause_ratio,pitch_mean,pitch_std,syllables_per_sec,spectral_centroid,spectral_rolloff,words_per_minute,zcr_mean,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,spectral_bandwidth,spectral_flux,chroma_mean,file,File Name,speech_pace,pausing_fluency,loudness_control,pitch__variation,articulation_clarity,expressive_emphasis,filler_words,overall,strengths,areas_for_improvement
Informative,0.058551233,0.07518595,0.4089003431,1407.3585,1014.5365,4.416152642,4035.090042,5335.657051,177.3583884,0.151318313,-412.73087,65.27368,-1.3047426,4.3274055,-4.424483,-4.7077556,-12.42341,-16.618635,-6.161702,-9.071879,-4.622205,-0.75195116,-1.7746159,1677.216022,0.94476503,0.32123125,i1.mp3,i1.mp3,3,4,4,2,3,2,5,3,Speech is mostly clear. No unnecessary pauses.,Too restricted and rigid
Informative,0.045444332,0.056802757,0.3931045795,1525.5225,1075.8364,4.587077854,2999.200738,4576.025404,172.1405217,0.09353311642,-447.1878,49.671967,-2.2520442,5.7278705,-4.2169485,0.42569628,-11.280773,-10.09762,-8.239148,-6.5114565,-7.2364016,-5.389012,-4.164217,1873.663546,0.9162534,0.32023403,i10.mp3,i10.mp3,4,4,3,4,4,4,4,4,Articulation,Volume control
Informative,0.013568477,0.020839684,0.6036764842,1840.3522,1186.2699,4.175158813,4236.700641,5911.578537,111.815412,0.1164210142,-525.99194,32.05354,-5.0330987,11.213982,-4.6553025,-3.194614,-9.697128,-5.1272635,-7.9454894,-7.457439,-5.944115,-6.1648607,-3.0992296,2004.006974,0.801017,0.30713537,i11.mp3,i11.mp3,3,3,3,3,2,2,4,3,No unnecessary pauses,Lacks expressive tone
Informative,0.012776742,0.02375787,0.6544673086,1726.1304,1131.6221,4.040877355,4554.601898,6126.027636,148.2235616,0.1786905112,-557.2666,26.096048,-10.376691,13.409354,-13.323899,-0.88640743,-4.1408005,-13.975668,-4.331159,-6.0827274,-6.156586,-2.7023797,-3.974992,1966.586556,0.64372385,0.28761694,i12.mp3,i12.mp3,4,4,4,4,3,4,4,4,Expressive speaker,
Informative,0.025008418,0.03498154,0.4603663533,1701.1558,1099.508,4.288838404,5124.639617,7030.378678,150.9096224,0.1972622054,-476.79538,37.03179,-8.765612,8.399008,-7.5814366,-1.4638652,-16.84966,-8.028883,-9.755993,-8.870133,-4.290373,-6.532194,-2.2874649,2237.848658,0.80355406,0.284314,i13.mp3,i13.mp3,4,3,4,4,4,5,5,4,Effective emphasis on content highlights,
Informative,0.024444602,0.034314923,0.4961195443,1650.2417,1086.6952,4.481696551,4552.580644,6394.434591,194.6675242,0.1735859295,-461.43472,42.380463,-6.4601855,0.50555634,-9.455944,0.32616413,-16.408123,-10.9323635,-11.504055,-8.671407,-2.1173387,-5.424599,-2.106277,2132.006662,0.8043711,0.28909802,i14.mp3,i14.mp3,2,3,3,4,3,3,4,3,Natural and spontaneous,Too fast on certain points
Informative,0.007205318,0.0130757885,0.7100622168,1636.4767,1060.7878,4.402664402,4258.403662,5799.933998,189.2235662,0.1683561259,-577.3248,46.037167,-9.993128,0.04068908,-1.2844429,-4.4298153,-14.136722,-15.8728,-9.177149,-10.684659,-5.1470504,-2.4471667,-5.3870645,1849.048374,0.6921183,0.27721626,i15.mp3,i15.mp3,4,4,3,3,4,3,4,3,Pacing is easy to follow,Intonation variation
Informative,0.034988757,0.04179192,0.3798233728,1794.4003,1126.1259,4.236129367,4917.444096,6606.719287,213.6648993,0.1893894566,-464.34598,47.599266,-11.663556,7.8948693,-6.4962754,1.8171968,-18.48016,-10.152564,-11.008237,-12.856522,-7.984368,-7.7347693,-2.0780675,2014.745784,0.8943274,0.30009732,i16.mp3,i16.mp3,4,4,4,4,4,5,4,4,Natural and spontaneous,
Informative,0.059193473,0.057141777,0.2805205915,1608.2885,1136.2721,4.892001711,3131.973429,4395.747732,151.2281559,0.1120100839,-442.41464,58.472652,5.9408555,18.757133,-3.3570538,6.962872,-7.082207,-6.2098885,-5.169566,-4.0699663,-6.1022787,-5.768447,-3.9456425,1444.557237,1.0577387,0.3338768,i17.mp3,i17.mp3,5,4,4,5,5,4,5,4,Articulate and sustained pacing,
Informative,0.016217733,0.026169658,0.6349558398,1428.7068,1066.703,4.197648453,2713.502504,4069.191637,140.4105732,0.09838991436,-464.2817,33.88023,4.3520875,3.5882778,-3.5278928,1.5723865,-6.8881693,-6.769012,-9.980749,-8.115401,-6.77222,-3.9148893,-3.8366156,1582.996525,0.64724207,0.36240694,i2.1.mp3,i2.1,4,4,5,3,4,2,5,5,Speech is mostly clear. No unnecessary pauses.,Too restricted and rigid
Informative,0.0069968607,0.01310646,0.7918341372,1519.212,1101.1965,4.06488253,2813.480579,4100.311473,169.9807514,0.1120446917,-524.76416,32.38239,0.697252,2.9545312,-4.142143,0.043875374,-3.507425,-5.4269795,-4.932889,-3.414126,-3.269191,-1.9014465,-1.687719,1548.152087,0.5693498,0.3614454,i2.10.mp3,i2.10,2,1,2,3,2,3,2,2,"Passionate topic, strong emotional connection.","Slow down, improve articulation, project."
Informative,0.0040791724,0.00816384,0.7609011148,1737.455,1161.0068,4.289878847,3130.127258,4602.065746,169.095092,0.1279490777,-582.4412,34.49097,-1.0683382,7.75863,0.8158583,-0.62422633,-7.3653197,-4.903698,-6.2211237,-8.784724,-8.069034,-3.627848,-3.2508452,1658.438303,0.6262489,0.33665606,i2.11.mp3,i2.11,3,2,3,3,4,4,5,3,"High clarity, no verbal fillers.","Eliminate halting pauses, improve flow."
Informative,0.0077852416,0.012447559,0.6228985012,1644.2035,1122.6241,4.677983149,3275.639787,4790.245873,180.3944184,0.1293610284,-542.52496,37.554195,-0.0939511,2.3090906,-6.221877,-0.073321894,-10.987018,-7.271661,-7.8143487,-5.881411,-4.8228664,0.07165974,-2.7970433,1690.212172,0.7539728,0.3035729,i2.12.mp3,i2.12,3,4,4,3,4,2,5,4,"Masterful voice control, flawless fluency.",Must use more audience interaction techniques
Informative,0.038192682,0.055118952,0.471365034,1533.6664,1167.5237,4.613582176,2036.819181,2915.227407,183.7392799,0.07599532966,-445.98132,49.68781,-1.3212274,7.0027223,-7.105573,-13.557345,-7.0472126,-9.271753,-13.658203,-8.788525,0.033120725,-1.8217824,-4.6450267,1018.408841,0.8073905,0.2870534,i2.13.mp3,i2.13,3,4,3,4,4,4,5,4,"Zero fillers,expressive, highly engaging","Increase volume, control faster pace."
Informative,0.032428823,0.042522885,0.4265101574,1570.334,1113.4928,4.426575323,2049.70837,2862.08012,156.6103809,0.08013018337,-471.31937,56.917156,-0.73792046,6.621624,-0.7170381,-3.0585055,-10.344878,-16.711535,-12.265694,-9.731643,-3.407138,-3.1807516,-6.645397,933.4551997,0.854595,0.31058323,i2.14.mp3,i2.14,3,3,3,3,3,2,4,3,"Strong personal conviction, relevant topic","Increase volume, improve fluency, slow down"
Informative,0.029202646,0.041045833,0.5126324835,1652.619,1114.2411,4.32514524,2575.391769,3674.725523,174.0914136,0.09708764452,-431.85678,47.64351,-3.8633761,10.91601,2.427173,0.66811424,-1.8514576,-4.8735294,-4.901849,-9.978517,-7.544299,-6.956903,-7.4405184,1212.423108,0.7248326,0.3284544,i2.15.mp3,i2.15,3,4,4,5,5,5,4,4,"Exceptional pitch variation, strong storytelling","Reduce stumbles, smoothen transitions to facts"
Informative,0.036997747,0.04665359,0.4114924938,1643.7372,1099.6356,4.409583208,2602.808929,3683.188292,167.5955468,0.09203680799,-437.34512,47.14317,-9.472725,8.903419,-1.9350246,-5.533493,-12.548066,-9.609807,-6.272975,-11.669293,-6.1685348,-6.9826746,-7.6799765,1190.719408,0.85650593,0.307444,i2.16.mp3,i2.16,3,4,3,4,4,4,5,4,"Highly prepared, flawless, excellent clarity","Increase projection, vary pace. (4 words)"
Informative,0.02868461,0.03723402,0.4301353707,1608.4756,1169.081,4.538071215,2133.668998,3079.260744,198.3501492,0.07945978981,-456.2141,51.921852,6.142997,17.010626,0.6614971,-0.068161525,-2.5929983,-9.91367,-8.079442,-10.885855,-9.114708,-8.384828,-7.4247947,1087.808936,0.75386035,0.33344984,i2.17.mp3,i2.17,4,5,4,4,5,4,5,5,"Highly fluent, professional, zero fillers.",Slightly reduce pace for difficult concepts.
Informative,0.0068164486,0.012150307,0.7060473588,1619.0166,1061.0126,4.424308402,3558.672823,4856.735483,188.833248,0.1485107306,-587.5606,44.98153,-11.100666,0.72312564,-2.7040772,-5.344555,-16.142782,-15.332422,-9.975279,-11.179094,-4.1868453,-3.7510781,-5.4565907,1491.922667,0.7600093,0.27721444,i2.18.mp3,i2.18,3,2,3,2,4,2,4,2,"Clear articulation, dramatic opening topic.","Eliminate long pauses, increase pitch."
Informative,0.0087937275,0.017502852,0.8024845982,1730.4196,1179.666,4.099341086,3403.916731,4821.758168,186.8319892,0.1383751842,-470.70966,26.061745,-7.3343782,0.31388593,0.52235854,-7.05763,-9.802231,-6.445091,-7.5501194,-9.323787,-2.148937,-0.3031622,-3.0619469,1584.084724,0.49337652,0.278138,i2.19.mp3,i2.19,1,4,3,2,4,3,1,3,"Masterful voice control, flawless fluency.","Slow down, speak clearly, project."
Informative,0.009868092,0.016607927,0.6089620835,1825.3105,1143.0422,4.19660062,4404.552924,6039.6367,193.4065013,0.1897996571,-519.30536,37.371864,-16.007442,2.0530386,-5.495175,-4.9701467,-8.134129,-10.1760435,-6.29586,-11.989813,-5.8436046,-1.2867866,-7.401757,1940.461038,0.72250557,0.28597826,i2.2.mp3,i2.2,4,3,4,4,5,3,5,4,"Excellent articulation, no fillers.","Increase energy, vary pitch range."
Informative,0.022838436,0.030802112,0.4395824483,1678.318,1138.301,4.338789487,3383.164783,4935.374872,169.9969086,0.1367552581,-489.11978,36.594532,-5.908973,4.0017724,-12.953415,-4.8721104,-17.578726,-7.3668346,-13.300451,-8.68549,-3.771252,-4.349215,-2.0509946,1725.258598,0.8773094,0.30154726,i2.20.mp3,i2.20,3,2,3,3,3,3,3,3,"Creative, engaging opening, good topic.","Slow down, increase projection, improve fluency"
Informative,0.041367464,0.04841652,0.3694796954,1756.3444,1139.1501,4.246522545,3110.866924,4573.003089,212.8180025,0.1242184495,-450.2811,45.620434,-11.707255,7.7141247,-6.6363263,1.1067187,-20.496061,-8.249597,-13.380273,-11.375283,-8.706304,-6.290203,-3.080221,1642.393985,0.9803776,0.3429473,i2.21.mp3,i2.21,3,2,4,4,3,4,2,3,"High energy, strong vocal projection.","Slow down, eliminate verbal fillers, improve fluency."
Informative,0.023397975,0.03209842,0.4870511841,1628.4209,1096.8322,4.55339238,3560.306845,5194.770724,191.8741644,0.143787666,-467.4979,40.014206,-6.099247,0.8535757,-9.98987,0.029995922,-17.722994,-9.696101,-12.899162,-6.5752788,-3.134937,-4.959942,-1.9593393,1793.583554,0.8759474,0.30610567,i2.22.mp3,i2.22,2,2,4,4,2,3,2,2,"Excellent energy, strong vocal tone.","Slow down dramatically, improve clarity."
Informative,0.004580891,0.008277546,0.7567585788,1646.7087,1160.941,4.294155926,3272.192466,4838.046283,184.4832099,0.1267557848,-627.4879,49.80469,4.4857554,8.412828,2.9919305,2.0814724,-10.637318,-6.542701,-9.747509,-7.91013,-9.866145,-5.8994117,-3.89249,1874.664894,0.835845,0.3545005,i2.23.mp3,i2.23,3,3,3,4,4,4,4,3,"Excellent use of pitch, good emphasis","Increase volume, improve opening fluency."
Informative,0.0059022387,0.010199495,0.6764772779,1521.359,1085.6425,4.251198725,3115.978193,4672.72075,144.5799382,0.1188709581,-574.2208,34.78277,0.92554784,6.376989,-3.6623561,0.94556785,-9.533009,-4.2456884,-8.506989,-5.575464,-4.9526634,-4.0846095,-4.0577946,1759.992119,0.73376,0.37220344,i2.24.mp3,i2.24,3,4,5,5,4,5,5,5,"Highly resonant, authoritative, excellent pitch.",Slightly slow pace in transitions
Informative,0.0055630626,0.008377532,0.5885865125,1374.0216,1011.8027,4.271182771,2906.090507,4270.617524,158.6671318,0.1111501846,-594.1407,49.954662,2.1199577,-0.555282,-4.1572037,-0.52134055,-14.193508,-12.525367,-9.272777,-7.0553837,-7.8572564,-6.401628,-3.8242078,1658.572557,0.7800252,0.3325513,i2.25.mp3,i2.25,4,4,4,4,4,4,4,4,"High energy, enthusiastic, clear pitch.","Eliminate restarts, slightly slow pace."
Informative,0.0039672162,0.00761029,0.7416126977,1589.7397,1119.243,3.945886888,3055.011774,4323.531933,124.2748616,0.1239725967,-639.8619,41.608154,1.7595809,5.920862,-0.9111679,1.2347839,-12.311147,-8.352169,-7.208005,-5.6301875,-4.6235185,-4.01492,-1.7497993,1515.914659,0.6753425,0.36314535,i2.26.mp3,i2.26,3,2,3,4,3,4,4,3,"Good dramatic tone, strong emotional effort.","Improve fluency, increase pace and volume."
Informative,0.003916944,0.0081282435,0.7899858783,1613.8568,1085.5435,4.365606724,3417.13394,4945.153146,167.379107,0.1369555233,-608.11884,37.210045,-2.024814,2.3187068,-2.7065425,-1.4045479,-12.845099,-8.182745,-7.260762,-6.1139784,-5.1038055,-3.020381,-1.2225026,1748.062998,0.71024126,0.33154684,i2.27.mp3,i2.27,3,3,3,4,3,4,2,3,"Personal, emotional, excellent pitch.","Increase volume, eliminate fillers and stumbles"
Informative,0.003430054,0.0057524643,0.6913773796,1576.2032,1091.0609,4.863658533,3226.209144,4761.182846,214.7050847,0.1252094684,-647.38837,48.301525,0.41501194,3.2711716,-2.1157296,0.4506828,-17.168795,-9.90978,-10.057016,-7.5396457,-6.3421483,-2.9974802,-3.715416,1689.442507,0.8934635,0.31245518,i2.28.mp3,i2.28,4,3,5,4,4,5,4,4,"Passionate, authoritative tone, excellent projection","Improve fluency, eliminate self-corrections."
Informative,0.027921824,0.038581323,0.4454386896,1655.4257,1119.0192,4.274962143,3344.334037,4899.45236,151.4688649,0.134471601,-469.79874,34.314423,-7.498111,8.730269,-7.6496944,-1.477022,-17.784655,-6.2618365,-11.805114,-7.4346657,-6.036446,-5.6096683,-3.3650432,1718.985578,0.8665847,0.32684544,i2.29.mp3,i2.29,3,3,3,4,3,4,3,3,"Genuine emotion, good topic connection.","Increase volume, improve fluency and pace."
Informative,0.019421225,0.029374769,0.5347603088,1783.18,1041.609,4.172796218,3495.124385,4801.311635,173.210409,0.1451537853,-492.08908,35.79171,-24.011587,-3.540651,-13.769049,-7.747537,-11.393586,-13.225335,-6.5708637,-5.979243,-1.6215816,1.4604012,-1.5959457,1588.417953,0.7367806,0.293252,i2.3.mp3,i2.3,3,4,4,4,5,4,5,4,"Flawless articulation, highly engaging presenc","Modulate pitch, control pace consistency"
Informative,0.027077382,0.03550042,0.4420331734,1757.7198,1138.7417,4.271048554,3475.002557,5130.422689,166.2124839,0.1406427919,-465.94485,37.262634,-14.318534,6.736577,-6.819385,-7.875956,-18.019957,-6.234523,-12.51379,-7.6708903,-2.9360747,-4.7803197,-3.399869,1819.670544,0.88494426,0.32356283,i2.30.mp3,i2.30,3,3,4,4,3,4,3,3,"Very enthusiastic, great pitch range.","Slow down, reduce ""um/uh"" and stumbles."
Informative,0.006589125,0.0123432,0.7578854626,1587.1646,1173.6752,4.234547081,3169.799956,4843.558597,195.9426624,0.1154665922,-553.3779,35.655247,5.758141,9.534894,-3.9185872,-1.0602024,-6.538167,-6.6151986,-11.892249,-7.469159,-7.55123,-4.8363204,-3.2383919,1902.371939,0.6842408,0.34665436,i2.31.mp3,i2.31,4,3,5,5,4,5,4,4,"High projection, energetic, excellent pitch","Improve transitions, eliminate minor stumbles."
Informative,0.00414663,0.008808571,0.8290336374,1648.5176,1149.9935,4.459484627,3665.463749,5309.26155,149.7134619,0.1414440911,-591.5714,36.566483,3.956937,5.446085,-4.574675,-1.9291623,-11.32113,-7.910819,-9.738034,-5.4841,-4.304863,-2.6160579,-2.5902019,1910.808492,0.665329,0.3064147,i2.32.mp3,i2.32,3,2,3,4,3,4,4,3,"Sincere, appropriate dramatic tone.","Increase pace, eliminate stumbles and pauses."
Informative,0.0045084693,0.009021311,0.822461451,1644.817,1186.1581,4.718851591,3345.673318,4875.008707,177.1864508,0.1282841672,-517.0858,23.718393,5.359641,5.5200744,-6.2014036,-2.4437983,-7.1435556,-7.227639,-7.024636,-4.1952934,-4.3614683,-3.3058834,-2.533301,1779.008702,0.52208316,0.31434295,i2.33.mp3,i2.33,3,3,3,4,3,3,2,3,"Enthusiastic, good subject knowledge","Increase volume, eliminate fillers and stumbles."
Informative,0.006982684,0.012913322,0.7568706931,1658.7615,1128.1733,4.748302594,3308.786975,4822.806455,197.7528375,0.1273355206,-556.71875,39.27493,2.7913377,3.164724,-4.6073985,-3.5195415,-14.126733,-8.261948,-8.716256,-7.5972404,-7.2646704,-4.5084696,-3.5787215,1729.192934,0.704636,0.30899996,i2.34.mp3,i2.34,3,3,3,4,2,4,4,3,"Passionate, strong use of statistics","Slow down, improve articulation and volume."
Informative,0.00474063,0.009182202,0.7346548601,1649.5131,1171.2681,4.203503126,3175.531415,4776.443622,159.8197889,0.1177576664,-604.8787,37.265816,-0.29369834,9.211661,-5.237126,-4.9370985,-12.082769,-5.1795006,-11.794083,-7.174352,-5.402521,-5.1576114,-3.5335932,1852.062535,0.7783105,0.34928128,i2.35.mp3,i2.35,2,3,3,2,3,3,4,3,"Clear organization, minimal verbal fillers.","Slow down, vary pitch, increase volume."
Informative,0.0041527175,0.01095902,0.8644750795,1639.6624,1169.7792,4.241180905,3186.710542,4612.300832,203.5036121,0.1257329828,-563.678,27.07361,6.160696,7.7374353,-3.1986635,0.8486571,-4.246498,-5.1434355,-7.8123846,-6.4431777,-5.17784,-2.996802,-3.0244336,1660.589721,0.51794565,0.3439868,i2.36.mp3,i2.36,3,3,3,4,3,4,3,3,"Passionate, strong use of vocal inflection.","Increase volume, reduce fillers and stumbles."
Informative,0.0058403993,0.008481594,0.6245438259,1437.7666,1045.2076,4.377794066,2230.688738,3293.495667,164.4244586,0.08680402387,-599.7319,53.61117,7.1755395,8.1722,-0.18744616,1.4454722,-9.193273,-6.5680633,-4.4627047,-4.966233,-1.3407595,-1.4028939,-2.145078,1248.907182,0.75239736,0.3396482,i2.37.mp3,i2.37,3,3,4,4,4,3,4,3," Passionate, good vocal range.","Increase volume, reduce stumbles and pace"
Informative,0.007826738,0.011281729,0.6217273861,1470.9639,1059.3219,4.608505171,2436.440429,3534.239402,169.8435498,0.09659409413,-550.4569,48.49202,12.045174,7.210848,-3.1457763,4.6682496,-6.4659615,-8.048129,-6.1240797,-4.825118,-2.0938237,-3.0949202,-2.2604885,1366.106175,0.7160375,0.31941816,i2.38.mp3,i2.38,4,4,4,5,4,5,4,5,"Highly controlled, expressive, and authoritative.",Maintain control during emotional sections.
Informative,0.008709245,0.014069251,0.646710375,1370.8658,1023.1287,4.106516078,2317.844544,3526.654102,185.1647418,0.08892715383,-556.82025,46.11365,4.7415266,8.993756,1.0085684,1.5109874,-7.437572,-6.6700726,-6.5966597,-3.089465,1.404228,-0.6313664,-2.746296,1371.580816,0.70555973,0.36727718,i2.39.mp3,i2.39,3,3,5,4,3,4,4,3,"High energy, but needs pacing and fluency control","Slow down pace, articulate clearly, breathe"
Informative,0.015305765,0.021283016,0.4835300893,1760.4304,1011.82916,4.479005453,3739.354467,4972.610623,182.7315181,0.1628043509,-516.7188,41.913757,-20.663351,-6.637999,-15.0313225,-5.0250993,-14.333309,-18.753672,-5.9331098,-8.547829,-1.7579128,3.268005,-2.0098493,1541.864049,0.76903516,0.26889035,i2.4.mp3,i2.4,3,3,3,3,5,3,5,3,"Excellent articulation, strong opening hook.","Control pace, improve breath management"
Informative,0.006692704,0.012570178,0.7323305986,1369.342,1041.9224,4.4283415,2287.955358,3501.300398,202.8871354,0.08899240684,-544.6083,44.14046,10.113427,8.655672,-0.62555003,0.39338836,-5.298889,-5.7491207,-5.253025,-4.2897835,-2.399733,-3.60374,-3.357795,1359.607117,0.6311809,0.33437097,i2.40.mp3,i2.40,3,3,3,3,4,3,2,3,"Enthusiastic, strong articulation.","Slow down, eliminate fillers, increase volume"
Informative,0.04662007,0.045766048,0.2949030502,1526.2314,1084.0713,4.460954996,2903.371317,4145.08636,190.7442826,0.1191367079,-456.13712,73.77838,5.711117,1.9320135,-6.0305653,0.22230874,-16.901827,-13.291376,-6.8376865,-8.628678,-1.7117769,-3.567335,-2.0812726,1463.45875,0.9947527,0.30004877,i2.5.mp3,i2.5,2,1,2,2,3,2,3,2,"Strong personal connection, informative content.","Improve fluency, increase volume and pace"
Informative,0.046612073,0.053742576,0.374144324,1517.6317,1126.6974,4.495808525,3935.333919,5227.071631,178.9110687,0.1705999921,-440.55838,68.14237,3.5441022,16.889738,1.1906154,2.9338772,-5.59442,-10.966476,-9.77292,-12.802989,-8.110114,-5.481418,-1.8048766,1518.412321,1.0693804,0.3176326,i2.6.mp3,i2.6,2,1,3,4,4,3,2,2,"Strong emotional impact, appropriate tone.","Improve fluency, eliminate all pauses."
Informative,0.0119428765,0.022034643,0.6420289855,1696.6199,1144.8658,4.075849975,4102.339851,5582.66017,148.7511059,0.176498968,-559.5737,23.234697,-8.990793,12.348318,-14.276885,0.6754331,-6.8152413,-12.6238785,-4.077826,-6.651488,-5.9308786,-2.4557717,-5.264816,1862.754652,0.681272,0.29132494,i2.7.mp3,i2.7,3,3,3,4,4,4,5,3,"High energy, zero filler words.","Control volume, smooth out transitions."
Informative,0.041367464,0.04841652,0.3694796954,1756.3444,1139.1501,4.246522545,3110.866924,4573.003089,212.8180025,0.1242184495,-450.2811,45.620434,-11.707255,7.7141247,-6.6363263,1.1067187,-20.496061,-8.249597,-13.380273,-11.375283,-8.706304,-6.290203,-3.080221,1642.393985,0.9803776,0.3429473,i2.8.mp3,i2.8,3,2,3,3,4,4,3,3,"Vivid imagery, engaging opening/closing.","Eliminate long pauses,reduce filler"
Informative,0.023397975,0.03209842,0.4870511841,1628.4209,1096.8322,4.55339238,3560.306845,5194.770724,191.8741644,0.143787666,-467.4979,40.014206,-6.099247,0.8535757,-9.98987,0.029995922,-17.722994,-9.696101,-12.899162,-6.5752788,-3.134937,-4.959942,-1.9593393,1793.583554,0.8759474,0.30610567,i2.9.mp3,i2.9,2,1,2,2,2,2,2,2,"Good, relevant, surprising supporting research","Slow down, speak clearly, project."
Informative,0.019742494,0.030064207,0.5304857421,1684.2327,1080.3188,3.914078096,4425.512032,6016.988565,148.1114862,0.1695968232,-483.39044,42.811928,-16.061075,2.3053231,-15.245426,-10.145907,-8.011324,-15.213386,-5.806481,-8.096911,-8.768718,-0.395442,-1.430713,1907.398019,0.6871153,0.28045598,i2.mp3,i2.mp3,4,3,3,4,3,4,3,4,Sounds natural and spontaneous,Speaker is sometimes subtly catching his breath
Informative,0.010955356,0.014870399,0.4630665221,1692.5643,1084.2563,4.488076554,4521.759339,6151.832094,183.1062356,0.1689333561,-546.9742,44.07575,-12.496951,3.5387487,-3.9334254,-5.3467526,-18.10262,-9.982418,-12.12632,-9.694945,-2.1481066,-4.8680253,-5.6662083,1952.375084,0.82568574,0.28931117,i3.mp3,i3.mp3,4,4,3,3,3,3,4,3,Sustained pacing,Intonation may enhance expression
Informative,0.05886196,0.053856667,0.2820221232,1497.3124,1046.3131,4.501535948,2354.82058,3369.02546,183.580554,0.08727918517,-435.58798,75.97078,-1.6679927,1.3533309,-5.5030084,-0.7016707,-16.99281,-21.107708,-6.3380446,-6.59513,-1.6983428,-3.2064202,-1.9265342,1143.914222,0.9652596,0.31277317,i4.mp3,i4.mp3,3,3,3,3,3,2,4,3,Clearly articulated words,Monotonous
Informative,0.022133708,0.034303475,0.5530658809,1630.9893,1051.9563,4.2648352,4609.679842,5904.627897,181.9054091,0.1845796438,-454.6547,40.568787,-8.342541,6.5069847,-3.0106156,-0.7393894,-2.188784,-12.588486,-7.948484,-8.382962,-8.905668,-5.481633,-6.6307073,1627.125096,0.67472136,0.2934365,i5.mp3,i5.mp3,4,4,4,3,3,2,4,3,Appropriate pacing,Ocassional jitters of some words
Informative,0.037396032,0.05147722,0.462813259,1680.0708,1163.2864,4.012169243,2799.928622,3819.572157,150.3810557,0.1019703857,-450.0871,65.50585,4.466738,2.5454466,10.473774,-5.5983877,-12.107036,-6.984409,-9.984535,-11.664941,-7.134011,-5.4026093,-4.104652,1069.527926,0.70016277,0.323873,i6.mp3,i6.mp3,4,4,4,4,4,3,5,4,Sustained pacing; effective pausing,
Informative,0.035782598,0.056836016,0.5667427175,1578.2026,1143.3607,4.413195431,3583.958464,4999.136647,167.8112415,0.1365205349,-427.57898,48.778065,-3.5226276,2.0582986,3.9529686,-6.9985027,-16.963419,-8.800989,-6.875101,-12.541118,-5.1728377,-1.8485985,-3.6443603,1824.366671,0.71023667,0.28824666,i7.mp3,i7.mp3,3,3,3,3,3,2,4,3,Appropriate pacing and volume,Intonation variation
